cell_id,x_m,y_m,z_m,span_x_m,span_y_m,span_z_m
8924687,0.1524999961,0.0398096852,0.1325000003,0.001000002027,3.761053085e-05,0.001000002027
8924692,0.1555000022,0.03980968334,0.1354999989,0.001000002027,3.761425614e-05,0.0009999871254
8924697,0.1524999961,0.0398096852,0.1314999983,0.001000002027,3.761053085e-05,0.001000002027
8924702,0.1565000042,0.03980968334,0.1354999989,0.001000002027,3.761425614e-05,0.0009999871254
8924767,0.1555000059,0.03980968334,0.1364999898,0.001000002027,3.761425614e-05,0.001000002027
8924772,0.1525176093,0.0398096852,0.1394884437,0.0009818375111,3.761053085e-05,0.001020357013
8924777,0.1555000097,0.03980968427,0.139499981,0.0009999573231,3.761425614e-05,0.00100004673
8924782,0.1595000029,0.03980968334,0.1405000016,0.0009999871254,3.761425614e-05,0.001000002027
8924787,0.1564999968,0.03980968427,0.1434999965,0.001000016928,3.761425614e-05,0.001000002027
8924792,0.1564999968,0.03980968334,0.1405000016,0.001000016928,3.761425614e-05,0.001000002027
8924797,0.1565000042,0.03980968334,0.1364999935,0.001000002027,3.761425614e-05,0.001000002027
8924802,0.1595000029,0.03980968334,0.1394999996,0.0009999871254,3.761425614e-05,0.001000002027
8924807,0.1564999968,0.03980968334,0.1394999996,0.001000016928,3.761425614e-05,0.001000002027
8924812,0.1525217853,0.0398096852,0.1404946707,0.0009762793779,3.761053085e-05,0.001012593508
8924817,0.1555000171,0.0398096852,0.1434999928,0.0009999424219,3.761053085e-05,0.001000002027
8924822,0.1555000097,0.03980968427,0.1404999904,0.0009999573231,3.761425614e-05,0.001000031829
8924827,0.1604999974,0.03980968334,0.1405000016,0.001000002027,3.761425614e-05,0.001000002027
16789149,0.1379758149,0.009595074132,-0.07343656272,0.0001209080219,0.0009687850252,0.001015543938
8924832,0.163500078,0.03980968148,0.1435000002,0.001000121236,3.761053085e-05,0.0009999871254
8924837,0.163500078,0.03980968148,0.1405000016,0.001000121236,3.761053085e-05,0.001000002027
8924842,0.1604999974,0.03980968287,0.1394999996,0.001000002027,3.761425614e-05,0.001000002027
11284146,-0.1479762882,0.02140212953,0.04256223515,0.0001185685396,0.001006277278,0.000944327563
11284147,-0.1479722291,0.02241311818,0.04351393804,0.0001388639212,0.001017279923,0.0009691268206
8662745,0.167463395,0.02696525007,0.2247568637,0.0011177212,0.0008828807622,0.001107931137
11284198,-0.1445888102,0.03337622657,0.04202487245,0.001011937857,0.0009714588523,0.0001243427396
11284199,-0.14357557,0.03239351138,0.04202380702,0.001019477844,0.0009930208325,0.0001190192997
11284220,-0.1445969105,0.02660159878,0.04202276766,0.00102236867,0.001000149176,0.0001138597727
11284250,-0.1435776651,0.02760048099,0.04202339202,0.001020029187,0.001000000164,0.0001169703901
8925126,0.1525250673,0.0398096866,0.1485000029,0.0009688138962,3.761425614e-05,0.001000002027
8925136,0.1555000171,0.0398096852,0.1485000029,0.0009999424219,3.761053085e-05,0.001000002027
8925141,0.1564999968,0.03980968427,0.1444999948,0.001000016928,3.761425614e-05,0.001000002027
8925146,0.1595000029,0.03980968334,0.1475000009,0.0009999871254,3.761425614e-05,0.001000002027
8925151,0.1564999968,0.0398096852,0.1475000009,0.001000016928,3.761053085e-05,0.001000002027
8925156,0.1525250673,0.03980968613,0.1475000009,0.0009688138962,3.761425614e-05,0.001000002027
8925161,0.1555000171,0.0398096852,0.1444999948,0.0009999424219,3.761053085e-05,0.001000002027
8925166,0.1555000171,0.0398096852,0.1475000009,0.0009999424219,3.761053085e-05,0.001000002027
8925176,0.1595000029,0.03980968334,0.1485000029,0.0009999871254,3.761425614e-05,0.001000002027
8925181,0.1564999968,0.0398096852,0.1485000029,0.001000016928,3.761053085e-05,0.001000002027
17838198,-0.1840287417,0.02242678069,-0.0614245981,0.0001436322927,0.001020381227,0.001019097865
17838200,-0.1840244025,0.02141182721,-0.06244090125,0.000121936202,0.001012241468,0.001012023538
17838272,-0.1755246133,0.03346454501,-0.05942553952,0.0001230835915,0.001046612859,0.001035608351
